Name,Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
A5271,Female,25,176,64,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1671,Gain Muscle,63,20.66,1475.73,Adult Female,25.1434,Normal,2029,2258,ZONE DIET (40:30:30)
A5272,Female,25,176,68,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1948,Loose Weight,91,21.95,1513.98,Adult Female,26.6930,Normal,2347,2316,LOW CARB DIET (25:35:40)
A5273,Female,25,176,72,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2196,Maintain Weight,79,23.24,1552.24,Adult Female,28.2426,Normal,2678,2375,BALANCE DIET (55:25:20)
A5274,Female,25,176,76,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1728,Gain Muscle,71,24.54,1590.49,Adult Female,29.7921,Normal,1909,2433,ZONE DIET (40:30:30)
A5275,Female,25,176,80,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2866,Loose Weight,82,25.83,1628.74,Adult Female,31.3417,Overweight,2240,2492,KETOGENIC DIET (5:35:60)
A5276,Female,25,176,84,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2997,Maintain Weight,67,27.12,1666.99,Adult Female,32.8913,Overweight,2584,2550,BALANCE DIET (55:25:20)
A5277,Female,25,176,88,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2500,Gain Muscle,62,28.41,1705.24,Adult Female,34.4409,Overweight,2942,2609,BALANCE DIET (55:25:20)
A5278,Female,25,176,92,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3254,Loose Weight,90,29.70,1743.50,Adult Female,35.9905,Overweight,2092,2668,KETOGENIC DIET (5:35:60)
A5279,Female,25,182,40,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2385,Maintain Weight,70,12.08,1257.32,Adult Female,14.8410,Underweight,1729,1924,BALANCE DIET (55:25:20)
A5280,Female,25,182,44,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1566,Gain Muscle,76,13.28,1295.57,Adult Female,16.2901,Underweight,2008,1982,ZONE DIET (40:30:30)
A5281,Female,25,182,48,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2738,Loose Weight,70,14.49,1333.82,Adult Female,17.7392,Underweight,2301,2041,BALANCE DIET (55:25:20)
A5282,Female,25,182,52,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1700,Maintain Weight,82,15.70,1372.08,Adult Female,19.1883,Underweight,1646,2099,BALANCE DIET (55:25:20)
A5283,Female,25,182,56,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2201,Gain Muscle,75,16.91,1410.33,Adult Female,20.6374,Underweight,1939,2158,ZONE DIET (40:30:30)
A5284,Female,25,182,60,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2380,Loose Weight,79,18.11,1448.58,Adult Female,22.0865,Underweight,2245,2216,BALANCE DIET (55:25:20)
A5285,Female,25,182,64,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3232,Maintain Weight,83,19.32,1486.83,Adult Female,23.5356,Normal,2565,2275,BALANCE DIET (55:25:20)
A5286,Female,25,182,68,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3033,Gain Muscle,82,20.53,1525.08,Adult Female,24.9847,Normal,1830,2333,HIGH CARB DIET(60:20:20)
A5287,Female,25,182,72,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1770,Loose Weight,95,21.74,1563.34,Adult Female,26.4338,Normal,2150,2392,LOW CARB DIET (25:35:40)
A5288,Female,25,182,76,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2582,Maintain Weight,83,22.94,1601.59,Adult Female,27.8829,Normal,2482,2450,BALANCE DIET (55:25:20)
A5289,Female,25,182,80,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2942,Gain Muscle,95,24.15,1639.84,Adult Female,29.3320,Normal,2829,2509,HIGH CARB DIET(60:20:20)
A5290,Female,25,182,84,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2182,Loose Weight,60,25.36,1678.09,Adult Female,30.7811,Overweight,2014,2567,LOW CARB DIET (25:35:40)
A5291,Female,25,182,88,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2862,Maintain Weight,76,26.57,1716.34,Adult Female,32.2302,Overweight,2360,2626,BALANCE DIET (55:25:20)
A5292,Female,25,182,92,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),3019,Gain Muscle,91,27.77,1754.60,Adult Female,33.6793,Overweight,2720,2685,ZONE DIET (40:30:30)
A5293,Female,25,152,40,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),1534,Loose Weight,82,17.31,1201.82,Adult Female,21.1256,Underweight,2073,1839,BALANCE DIET (55:25:20)
A5294,Female,25,152,44,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1575,Maintain Weight,79,19.04,1240.07,Adult Female,23.2032,Normal,1488,1897,BALANCE DIET (55:25:20)
A5295,Female,25,152,48,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1467,Gain Muscle,72,20.78,1278.32,Adult Female,25.2807,Normal,1758,1956,ZONE DIET (40:30:30)
A5296,Female,25,152,52,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2571,Loose Weight,73,22.51,1316.58,Adult Female,27.3583,Normal,2041,2014,LOW CARB DIET (25:35:40)
A5297,Female,25,152,56,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2431,Maintain Weight,94,24.24,1354.83,Adult Female,29.4359,Normal,2337,2073,BALANCE DIET (55:25:20)
A5298,Female,25,152,60,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2595,Gain Muscle,75,25.97,1393.08,Adult Female,31.5134,Overweight,2403,2131,ZONE DIET (40:30:30)
A5299,Female,25,152,64,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2650,Loose Weight,86,27.70,1431.33,Adult Female,33.5910,Overweight,1718,2190,KETOGENIC DIET (5:35:60)
A5300,Female,25,152,68,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2293,Maintain Weight,68,29.43,1469.58,Adult Female,35.6686,Overweight,2021,2248,BALANCE DIET (55:25:20)
A5301,Female,25,152,72,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2431,Gain Muscle,81,31.16,1507.84,Adult Female,37.7461,Obese,2337,2307,ZONE DIET (40:30:30)
A5302,Female,25,152,76,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),1974,Loose Weight,81,32.89,1546.09,Adult Female,39.8237,Obese,2667,2366,KETOGENIC DIET (5:35:60)
A5303,Female,25,152,80,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2521,Maintain Weight,94,34.63,1584.34,Adult Female,41.9012,Obese,1901,2424,BALANCE DIET (55:25:20)
A5304,Female,25,152,84,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2954,Gain Muscle,85,36.36,1622.59,Adult Female,43.9788,Obese,2231,2483,ZONE DIET (40:30:30)
A5305,Female,25,152,88,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2600,Loose Weight,71,38.09,1660.84,Adult Female,46.0564,Obese,2574,2541,LOW CARB DIET (25:35:40)
A5306,Female,25,152,92,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3048,Maintain Weight,74,39.82,1699.10,Adult Female,48.1339,Obese,2931,2600,BALANCE DIET (55:25:20)
A5307,Female,25,158,40,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1800,Gain Muscle,89,16.02,1212.92,Adult Female,19.5777,Underweight,1456,1856,HIGH CARB DIET(60:20:20)
A5308,Female,25,158,44,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2240,Loose Weight,82,17.63,1251.17,Adult Female,21.5005,Underweight,1720,1914,BALANCE DIET (55:25:20)
A5309,Female,25,158,48,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2458,Maintain Weight,63,19.23,1289.42,Adult Female,23.4232,Normal,1999,1973,BALANCE DIET (55:25:20)
A5310,Female,25,158,52,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),1832,Gain Muscle,76,20.83,1327.68,Adult Female,25.3460,Normal,2290,2031,ZONE DIET (40:30:30)
A5311,Female,25,158,56,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1526,Loose Weight,73,22.43,1365.93,Adult Female,27.2688,Normal,1639,2090,LOW CARB DIET (25:35:40)
A5312,Female,25,158,60,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1955,Maintain Weight,83,24.03,1404.18,Adult Female,29.1915,Normal,1931,2148,BALANCE DIET (55:25:20)
A5313,Female,25,158,64,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1766,Gain Muscle,68,25.64,1442.43,Adult Female,31.1143,Overweight,2236,2207,BALANCE DIET (55:25:20)
A5314,Female,25,158,68,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3193,Loose Weight,81,27.24,1480.68,Adult Female,33.0371,Overweight,2554,2265,KETOGENIC DIET (5:35:60)
A5315,Female,25,158,72,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2185,Maintain Weight,63,28.84,1518.94,Adult Female,34.9598,Overweight,1823,2324,BALANCE DIET (55:25:20)
A5316,Female,25,158,76,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2382,Gain Muscle,90,30.44,1557.19,Adult Female,36.8826,Obese,2141,2382,ZONE DIET (40:30:30)
A5317,Female,25,158,80,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2127,Loose Weight,68,32.05,1595.44,Adult Female,38.8054,Obese,2473,2441,LOW CARB DIET (25:35:40)
A5318,Female,25,158,84,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2677,Maintain Weight,86,33.65,1633.69,Adult Female,40.7281,Obese,2818,2500,BALANCE DIET (55:25:20)
A5319,Female,25,158,88,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2174,Gain Muscle,88,35.25,1671.94,Adult Female,42.6509,Obese,2006,2558,HIGH CARB DIET(60:20:20)
A5320,Female,25,158,92,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2067,Loose Weight,62,36.85,1710.20,Adult Female,44.5737,Obese,2352,2617,LOW CARB DIET (25:35:40)
A5321,Female,25,164,40,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2334,Maintain Weight,73,14.87,1224.02,Adult Female,18.1965,Underweight,1897,1873,BALANCE DIET (55:25:20)
A5322,Female,25,164,44,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2460,Gain Muscle,84,16.36,1262.27,Adult Female,19.9812,Underweight,2177,1931,HIGH CARB DIET(60:20:20)
A5323,Female,25,164,48,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1572,Loose Weight,66,17.85,1300.52,Adult Female,21.7658,Underweight,1561,1990,BALANCE DIET (55:25:20)
A5324,Female,25,164,52,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2540,Maintain Weight,67,19.33,1338.78,Adult Female,23.5505,Normal,1841,2048,BALANCE DIET (55:25:20)
A5325,Female,25,164,56,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1836,Gain Muscle,66,20.82,1377.03,Adult Female,25.3351,Normal,2134,2107,ZONE DIET (40:30:30)
A5326,Female,25,164,60,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2124,Loose Weight,74,22.31,1415.28,Adult Female,27.1198,Normal,2441,2165,LOW CARB DIET (25:35:40)
A5327,Female,25,164,64,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2691,Maintain Weight,81,23.80,1453.53,Adult Female,28.9044,Normal,1744,2224,BALANCE DIET (55:25:20)
A5328,Female,25,164,68,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2670,Gain Muscle,66,25.28,1491.78,Adult Female,30.6891,Overweight,2051,2282,ZONE DIET (40:30:30)
A5329,Female,25,164,72,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2182,Loose Weight,82,26.77,1530.04,Adult Female,32.4737,Overweight,2372,2341,KETOGENIC DIET (5:35:60)
A5330,Female,25,164,76,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3003,Maintain Weight,91,28.26,1568.29,Adult Female,34.2584,Overweight,2705,2399,ZONE DIET (40:30:30)
A5331,Female,25,164,80,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2360,Gain Muscle,71,29.74,1606.54,Adult Female,36.0430,Overweight,1928,2458,ZONE DIET (40:30:30)
A5332,Female,25,164,84,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1862,Loose Weight,61,31.23,1644.79,Adult Female,37.8277,Obese,2262,2517,LOW CARB DIET (25:35:40)
A5333,Female,25,164,88,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1852,Maintain Weight,92,32.72,1683.04,Adult Female,39.6123,Obese,2609,2575,BALANCE DIET (55:25:20)
A5334,Female,25,164,92,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3118,Gain Muscle,95,34.21,1721.30,Adult Female,41.3970,Obese,2969,2634,ZONE DIET (40:30:30)
